customer_id,recipe_name,match_pct,have_items,need_items,minutes
WMT_00501,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00501,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00501,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00502,Broiled Cheese Toast,25.0,butter,"american cheese, white bread, white sugar",7
WMT_00502,Best Cheesecake In The World Recipe,12.5,butter,"graham crackers, icing sugar, lemon, juice of, philadelphia cream cheese, sour cream, sugar, vanilla",60
WMT_00502,Beef Cheese Casserole,0.0,,"cheddar cheese, egg noodles, garlic clove, green onions, ground beef, pepper, philadelphia cream cheese, salt, sour cream, sugar, tomato sauce",45
WMT_00503,Berry Healthy Smoothie  High Protein,25.0,milk,"blackberry, blueberries, greek yogurt",6
WMT_00503,Beef Cheese Casserole,0.0,,"cheddar cheese, egg noodles, garlic clove, green onions, ground beef, pepper, philadelphia cream cheese, salt, sour cream, sugar, tomato sauce",45
WMT_00503,Best Cheesecake In The World Recipe,12.5,butter,"graham crackers, icing sugar, lemon, juice of, philadelphia cream cheese, sour cream, sugar, vanilla",60
WMT_00504,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00504,Blarney Grilled Cheese   Chutney Sandwich,50.0,"butter, cheese","major grey chutney, sandwich bread",8
WMT_00504,Bacon Roll Ups,0.0,,"bacon, cream cheese, dried parsley, garlic powder, sandwich bread",45
WMT_00505,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00505,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00505,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00506,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00506,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00506,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00507,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00507,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00507,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00508,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00508,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00508,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00509,Bacon Wrapped  Cream Cheese Stuffed Chicken Breasts,25.0,bacon,"boneless skinless chicken breast, cream cheese, green onion",50
WMT_00509,Bacon Broccoli Cheese Ball,16.7,bacon,"broccoli floret, cheddar cheese, cracker, pepper, philadelphia cream cheese",15
WMT_00509,Brownie Bottom Cheesecake,16.7,eggs,"brownie mix, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00510,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00510,Blt Spread,25.0,bacon,"mayonnaise, plum tomatoes, sour cream",10
WMT_00510,Bacon Roll Ups,20.0,bacon,"cream cheese, dried parsley, garlic powder, sandwich bread",45
WMT_00511,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00511,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00511,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00512,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00512,Blarney Grilled Cheese   Chutney Sandwich,25.0,butter,"cheese, major grey chutney, sandwich bread",8
WMT_00512,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00513,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00513,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00513,Beefed Up Bloody Mary Soup,11.1,lemon,"beef broth, celery salt, condensed tomato soup, diced tomatoes, fresh cracked pepper, hot sauce, prepared horseradish, worcestershire sauce",15
WMT_00514,Blueberry  Or Any Fruit  Crumble,0.0,,"all-purpose flour, brown sugar, canola oil, fresh blueberries, ground cinnamon, old fashioned oats, orange juice, pecans, sugar",45
WMT_00514,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00514,Breakfast Bananas,0.0,,"bananas, creamy peanut butter, honey nut cheerios, milk",10
WMT_00515,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00515,Breakfast Bananas,0.0,,"bananas, creamy peanut butter, honey nut cheerios, milk",10
WMT_00515,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00516,Broiled Cheese Toast,25.0,butter,"american cheese, white bread, white sugar",7
WMT_00516,Brownie Bottom Cheesecake,16.7,eggs,"brownie mix, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00516,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00517,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00517,Barbecue Burgers,0.0,,"barbecue potato chips, barbecue sauce, black pepper, cheese slices, lean ground beef, onion powder, salt",20
WMT_00517,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00518,Avocado Banana Salad,50.0,"bananas, onion","avocado, mayonnaise",10
WMT_00518,Bacon Broccoli Cheese Ball,16.7,bacon,"broccoli floret, cheddar cheese, cracker, pepper, philadelphia cream cheese",15
WMT_00518,Brownie Bottom Cheesecake,0.0,,"brownie mix, eggs, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00519,Bucket Lasagna,0.0,,"cottage cheese, eggs, hamburger, ice cream buckets, lasagna noodles, mozzarella cheese, pepper, salt, spices, tomato sauce",45
WMT_00519,Brooke S Easy Lasagna,0.0,,"cooking spray, cottage cheese, eggs, lasagna noodles, mozzarella cheese, parmesan cheese, parsley flakes, pepper, spaghetti sauce",40
WMT_00519,3 Step Spinach Lasagna,0.0,,"cottage cheese, egg yolk, frozen spinach, lasagna noodle, mozzarella cheese, parmesan cheese, pepper, salt, tomato sauce",80
WMT_00520,Berry Healthy Smoothie  High Protein,25.0,milk,"blackberry, blueberries, greek yogurt",6
WMT_00520,Brownie Bottom Cheesecake,16.7,eggs,"brownie mix, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00520,Aim S Favorite Pickle Cheese Melt,25.0,butter,"american cheese, dill pickle slices, white bread",10
WMT_00521,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00521,Banana Coffee Cake,16.7,"butter, eggs","all-purpose flour, baking powder, bananas, brown sugar, cake, cinnamon, greek yogurt, salt, vanilla, white sugar",70
WMT_00521,Breakfast Cranachan,0.0,,"cereal, greek yogurt, raspberries",15
WMT_00522,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00522,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00522,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00523,Baked Sesame Fries,33.3,potatoes,"gomashio, olive oil",40
WMT_00523,Belgium Frites French Fries,33.3,potatoes,"oil, salt",20
WMT_00523,Caramelised Potatoes  Sukkerbrunede Kartofler,33.3,potatoes,"butter, sugar",45
WMT_00524,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00524,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00524,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00525,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00525,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00525,Blueberry Conserve,33.3,"lemon, orange","blueberries, raisins, sugar, water",45
WMT_00526,Baked Pasta With Spinach,0.0,,"cream cheese, frozen chopped spinach, milk, mozzarella cheese, nutmeg, parmesan cheese, penne pasta, salt and pepper, spaghetti sauce",60
WMT_00526,Baked Cavatini,16.7,"sugar, tomatoes","garlic powder, mozzarella cheese, mushroom, onion powder, penne pasta, pepper, pepperoni, salt, spaghetti sauce, sweet onion",60
WMT_00526,Baked Spinach With Sausage  Tomatoes And Penne,0.0,,"diced tomatoes, dried red pepper flakes, frozen chopped spinach, garlic, hot italian sausages, mozzarella cheese, olive oil, onion, parmesan cheese, penne pasta, pesto sauce, sliced mushrooms",60
WMT_00527,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00527,Blarney Grilled Cheese   Chutney Sandwich,25.0,butter,"cheese, major grey chutney, sandwich bread",8
WMT_00527,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00528,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00528,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00528,Blarney Grilled Cheese   Chutney Sandwich,25.0,butter,"cheese, major grey chutney, sandwich bread",8
WMT_00529,Baked Eggs W Spinach And Tomatoes,20.0,spinach,"diced tomatoes, eggs, garlic clove, olive oil",35
WMT_00529,African Spinach And Peanut Butter Stew,42.9,"pepper, spinach, tomatoes","oil, onions, peanut butter, salt",25
WMT_00529,Creamed  Spinach,25.0,onion,"frozen spinach, parmesan cheese, yogurt",12
WMT_00530,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00530,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00530,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00531,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00531,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00531,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00532,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00532,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00532,Breakfast Birthday Cake,10.0,milk,"butter, eggs, fresh strawberries, round sourdough loaf, strawberry preserves, sugar, vanilla, whipped cream cheese, whipping cream",30
WMT_00533,8 Grain Mix,0.0,,"bhutanese red rice, black rice, brown rice, buckwheat groats, couscous, pearl barley, quinoa, spelt",15
WMT_00533,Brown Rice And Mushrooms,0.0,,"brown rice, mushrooms, olive oil, rice vinegar, vegetable stock",55
WMT_00533,Basic Brown Rice,0.0,,"brown rice, salt, water",30
WMT_00534,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00534,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00534,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00535,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00535,Blueberry   Orange Smoothie,0.0,,"blueberries, lowfat blueberry frozen yogurt, orange juice",4
WMT_00535,Caribbean Smoothie,0.0,,"cream, fresh ginger, fresh orange juice, light rum, mango pulp, nutmeg, papaya, sugar, unsweetened coconut",15
WMT_00536,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00536,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00536,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00537,Banana Split Bites,0.0,,"banana, greek yogurt, peanuts",65
WMT_00537,Ameraussie S Gluten Free Oatmeal Pancakes,0.0,,"agave nectar, baking powder, eggs, flour, greek yogurt, ground cinnamon, ground ginger, old fashioned oats, salt, skim milk, vanilla extract",16
WMT_00537,Breakfast Cranachan,0.0,,"cereal, greek yogurt, raspberries",15
WMT_00538,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00538,Breakfast Bananas,0.0,,"bananas, creamy peanut butter, honey nut cheerios, milk",10
WMT_00538,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00539,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00539,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00539,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00540,Blue Cheese Chicken Italiano,0.0,,"blue cheese, boneless skinless chicken breasts, frozen pizza, garlic, mozzarella cheese, mushroom soup, sour cream",70
WMT_00540,Bbq Style Chick Pizza Pie,0.0,,"barbecue sauce, chicken breast, provel cheese, thin pizza crust",20
WMT_00540,Baked Salmon Topped With Roasted Garlic And Savory Mayo,0.0,,"garlic cloves, mayonnaise, pepper, salmon fillet, salt",20
WMT_00541,A1 Steak Sauce    Clone   Copycat   Homemade Substitute,0.0,,"dijon mustard, heinz chili sauce, heinz ketchup, orange juice, orange rind, raisins, soy sauce, white vinegar",10
WMT_00541,British Bacon Butty  Sandwich,0.0,,"back bacon, mayonnaise, tomato ketchup, white bread",10
WMT_00541,B K Spanish Sauce For Hot Dogs,0.0,,"70% lean ground beef, chili powder, cider vinegar, onion, salt, tomato ketchup, water",75
WMT_00542,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00542,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00542,Carmen S Healthiest Orange Creamsicle Smoothie,33.3,milk,"apple, orange juice",5
WMT_00543,Breaded Oysters,0.0,,"breadcrumbs, eggs, lemon slices, margarine, oyster, pepper, salt, tartar sauce, water, wax paper",55
WMT_00543,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00543,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00544,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00544,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00544,Breakfast Bananas,0.0,,"bananas, creamy peanut butter, honey nut cheerios, milk",10
WMT_00545,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00545,Artichoke Dip That S Always In Demand,0.0,,"artichoke hearts packed in oil, garlic cloves, mayonnaise, parmesan cheese, round sourdough loaf",20
WMT_00545,Banana Fritters A La Jacques Pepin,0.0,,"all-purpose flour, baking powder, bananas, canola oil, egg, granulated sugar, ice water",40
WMT_00546,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00546,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00546,Breaded Oysters,0.0,,"breadcrumbs, eggs, lemon slices, margarine, oyster, pepper, salt, tartar sauce, water, wax paper",55
WMT_00547,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00547,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00547,Bbq Popcorn,9.1,paper,"barbecue sauce, black pepper, canola oil, chili powder, ground cumin, onion powder, parmesan cheese, popcorn, salt, shortening",15
WMT_00548,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00548,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00548,Almond Butter Honey Nut O S Bars,40.0,"honey, sugar","almond butter, chocolate chips, honey nut cheerios",10
WMT_00549,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00549,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00549,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00550,Apple Julep,0.0,,"apple juice, fresh mint leaves, lemon juice, orange juice, pineapple juice",5
WMT_00550,A1 Steak Sauce    Clone   Copycat   Homemade Substitute,0.0,,"dijon mustard, heinz chili sauce, heinz ketchup, orange juice, orange rind, raisins, soy sauce, white vinegar",10
WMT_00550,Baby S Jungle Juice,0.0,,"apple juice, baby banana puree, orange juice, plain yogurt",10
WMT_00551,All Purpose Spray Cleaner   Dr  Oz  Show,0.0,,"borax, liquid dish soap, tap water, white vinegar",5
WMT_00551,Campfire Cinnamon Twists,0.0,,"brown paper bag, cinnamon, granulated sugar, refrigerated biscuits, skewer",10
WMT_00551,Black Currant   Vanilla Punch,0.0,,"apple juice, blackcurrant tea bags, sparkling water, vanilla tea bags",12
WMT_00552,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00552,Berry Healthy Smoothie  High Protein,25.0,milk,"blackberry, blueberries, greek yogurt",6
WMT_00552,Grey Cup  Sourdough,0.0,,"cheddar cheese, corned beef, cream cheese, diced green chilies, green onion, pimientos, round sourdough loaf, sour cream, worcestershire sauce",75
WMT_00553,Bacon  Tomato   Spinach Pizza,0.0,,"alfredo sauce, cooked bacon, frozen chopped spinach, frozen pizza dough, mozzarella cheese, plum tomatoes",35
WMT_00553,Baked Eggs W Spinach And Tomatoes,20.0,spinach,"diced tomatoes, eggs, garlic clove, olive oil",35
WMT_00553,Baked Spinach Dip,0.0,,"frozen chopped spinach, jalapeno pepper, red bell pepper, roma tomatoes, salt, soy cream cheese, soymilk, sweet onion",35
WMT_00554,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00554,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00554,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00555,Bbq Chicken Balls,0.0,,"barbecue sauce, boneless skinless chicken breast, eggs, flour, salt & pepper",30
WMT_00555,Bbq Chicken   Potato Packets Aka Bbq Kisses,0.0,,"barbecue sauce, boneless skinless chicken breast, diced onion, potatoes",35
WMT_00555,Bacon Wrapped  Cream Cheese Stuffed Chicken Breasts,0.0,,"bacon, boneless skinless chicken breast, cream cheese, green onion",50
WMT_00556,Balsamic Tossed Pasta With Fresh Tomato  Arugula  And Mozzarella,11.1,tomatoes,"arugula, balsamic vinegar, extra virgin olive oil, fresh ground pepper, fresh mozzarella cheese, garlic cloves, penne pasta, sea salt",45
WMT_00556,Baked Pasta With Sun Dried Tomatoes And Ricotta Cheese,0.0,,"diced tomatoes, garlic cloves, ground black pepper, olive oil, onion, paprika, parmesan cheese, penne pasta, ricotta cheese, salt, sun-dried tomato",45
WMT_00556,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00557,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00557,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00557,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00558,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00558,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00558,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00559,Camper S Omelets,0.0,,"bacon, butter, cheese, diced onion, diced tomatoes, eggs, green pepper, ham, milk, ziploc bags",15
WMT_00559,Basic Tea Jelly,20.0,juice,"liquid pectin, sugar, tea bags, water",60
WMT_00559,A M  Cobbler,0.0,,"granola cereal, orange juice, orange zest, peach, pear, prunes, vanilla extract",12
WMT_00560,Brownie Bottom Cheesecake,0.0,,"brownie mix, eggs, philadelphia cream cheese, sour cream, sugar, vanilla",85
WMT_00560,Bacon Broccoli Cheese Ball,0.0,,"bacon, broccoli floret, cheddar cheese, cracker, pepper, philadelphia cream cheese",15
WMT_00560,Buffalo Ranch Chicken Dip With Frito Scoops,0.0,,"cheddar cheese, chicken, hot sauce, philadelphia cream cheese, ranch salad dressing",40
WMT_00561,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00561,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00561,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00562,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00562,Another Broccoli Chicken  Brassica Oleracea  Gallus Domesticus,0.0,,"basil, boneless skinless chicken breast, frozen broccoli florets, garlic salt, italian salad dressing, water",20
WMT_00562,Blarney Grilled Cheese   Chutney Sandwich,25.0,butter,"cheese, major grey chutney, sandwich bread",8
WMT_00563,Best Ever Homemade Chili,7.7,sugar,"campbell's tomato soup, chili hot beans, chili powder, diced tomatoes, emeril's original essence, green pepper, ground chuck, heinz ketchup, onion, pink kidney beans, tabasco sauce, tomato sauce",35
WMT_00563,American Goulash,0.0,,"breadcrumbs, butter, diced tomatoes, ground beef, macaroni, onion, pepper, salt, tomato soup",60
WMT_00563,Bacon Cheeseburger Pasta,0.0,,"bacon, barbecue sauce, cheddar cheese, condensed tomato soup, ground beef, penne pasta, prepared mustard",20
WMT_00564,Arnold Palmer  Also Called Half And Half,0.0,,"ice, iced tea, lemonade",2
WMT_00564,Arnold Palmer,0.0,,"iced tea, lemonade, vodka",2
WMT_00564,A  Different  Fruit Dip,0.0,,"cream cheese, iced tea mix powder, orange juice, orange rind, sugar, vanilla extract",10
WMT_00565,Breakfast Bananas,25.0,bananas,"creamy peanut butter, honey nut cheerios, milk",10
WMT_00565,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00565,Almond Butter Honey Nut O S Bars,20.0,honey,"almond butter, chocolate chips, honey nut cheerios, sugar",10
WMT_00566,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00566,Buttermilk Baked Eggs,0.0,,"buttermilk, eggs, salt and pepper, sandwich bread",20
WMT_00566,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00567,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00567,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00567,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00568,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00568,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00568,Amarillo Cheese Fries And Dip   Like The Lone Star  Copycat,0.0,,"bacon, frozen french fries, monterey jack cheese, ranch dressing, taco seasoning",40
WMT_00569,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
WMT_00569,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00569,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00570,Bacon Cheeseburger Pasta,0.0,,"bacon, barbecue sauce, cheddar cheese, condensed tomato soup, ground beef, penne pasta, prepared mustard",20
WMT_00570,Bacon And Tomato Spaghetti,0.0,,"bacon, condensed tomato soup, spaghetti noodles",12
WMT_00570,Canapes With Garlicky Tomato Spread,0.0,,"bread, cream cheese, garlic, salt, tomato paste",15
WMT_00571,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00571,Bacon Cheese Fries,0.0,,"bacon, cheddar cheese, frozen french fries, green onion, ranch salad dressing",50
WMT_00571,Buffalo Fries,0.0,,"blue cheese, butter, frozen french fries, hot sauce, ranch dressing, white vinegar",23
WMT_00572,Amy S Workout Winner,25.0,honey,"honey nut granola, plain yogurt, strawberries",10
WMT_00572,Best Vegemite Sandwiches,25.0,butter,"potato chips, vegemite, white bread",5
WMT_00572,Banana Oatmeal Bites,0.0,,"banana, chocolate chips, cinnamon, old fashioned oats",15
WMT_00573,Buffalo French Fries,0.0,,"frozen french fries, garlic, hot sauce, margarine, salt",25
WMT_00573,Beer Cheese Fondue In Sourdough Round  Rarebit In A Hole,0.0,,"beer, cheddar cheese, garlic cloves, mustard, round sourdough loaf, sour cream, sourdough loaf, worcestershire sauce",70
